               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.065667,            0.061821,           0.0099388,             0.78245,              0.6862,             0.77027,             0.43959,            0.039402,            0.029049,           0.0035299,            0.070034,           0.0033295,           0.0033295
                   1,            0.050503,            0.055646,           0.0052044,             0.86911,             0.74928,             0.84589,              0.5422,            0.030591,            0.027396,           0.0030475,            0.039814,            0.006443,            0.006443
                   2,            0.045263,            0.053557,           0.0045016,             0.87109,              0.7394,             0.83691,             0.53421,            0.030056,            0.027879,           0.0026297,           0.0093744,           0.0093365,           0.0093365
                   3,             0.04135,            0.052388,           0.0041543,             0.86997,             0.75081,             0.85049,               0.572,            0.027153,            0.027109,             0.00254,             0.00901,             0.00901,             0.00901
                   4,            0.038709,            0.050875,           0.0038284,             0.86825,             0.73501,             0.84006,              0.5696,             0.02754,            0.028066,           0.0024178,             0.00901,             0.00901,             0.00901
                   5,            0.036454,             0.04911,           0.0035926,             0.88229,             0.74402,              0.8479,             0.58852,            0.025896,            0.027024,            0.002166,             0.00868,             0.00868,             0.00868
                   6,            0.035287,            0.048479,            0.003409,              0.8662,              0.7613,             0.84641,             0.59057,            0.025621,            0.026551,           0.0020194,             0.00835,             0.00835,             0.00835
                   7,            0.034201,            0.047657,           0.0032767,             0.87779,              0.7424,             0.83602,             0.59227,            0.025246,             0.02676,           0.0021658,             0.00802,             0.00802,             0.00802
                   8,            0.033589,            0.046972,           0.0031546,              0.8769,             0.75374,             0.84851,             0.60459,            0.024393,            0.025773,           0.0020073,             0.00769,             0.00769,             0.00769
                   9,            0.032928,            0.045882,           0.0030355,             0.87519,              0.7667,             0.85869,             0.61071,            0.024119,            0.025503,           0.0018904,             0.00736,             0.00736,             0.00736
                  10,            0.032379,            0.045836,           0.0029981,             0.88265,             0.75338,             0.84879,             0.60886,            0.023733,            0.025939,           0.0021259,             0.00703,             0.00703,             0.00703
                  11,            0.031825,             0.04491,           0.0029357,             0.87387,             0.77052,              0.8578,             0.61491,            0.023668,            0.025364,           0.0019562,              0.0067,              0.0067,              0.0067
                  12,            0.031316,            0.044647,           0.0028121,              0.8876,             0.76427,             0.86194,             0.62028,            0.023163,            0.024929,           0.0019601,             0.00637,             0.00637,             0.00637
                  13,            0.031131,            0.044535,           0.0027977,              0.8715,             0.77816,             0.86172,             0.62534,            0.023046,            0.024894,           0.0018541,             0.00604,             0.00604,             0.00604
                  14,             0.03058,            0.043531,           0.0027082,             0.87864,             0.77014,             0.86185,             0.62053,            0.023244,            0.024575,           0.0020065,             0.00571,             0.00571,             0.00571
                  15,              0.0304,            0.043365,           0.0027126,             0.87442,             0.78024,             0.86675,             0.62918,            0.022842,            0.024722,           0.0020135,             0.00538,             0.00538,             0.00538
                  16,            0.030036,            0.043034,           0.0026248,             0.88465,             0.76603,             0.85749,             0.62298,            0.023055,            0.025009,           0.0019938,             0.00505,             0.00505,             0.00505
                  17,            0.029812,            0.042756,           0.0025561,             0.87455,             0.78012,             0.86749,             0.63384,             0.02262,            0.024633,           0.0018322,             0.00472,             0.00472,             0.00472
                  18,            0.029357,             0.04182,           0.0025596,             0.88341,             0.77312,             0.86208,             0.63115,            0.022531,            0.024416,           0.0019578,             0.00439,             0.00439,             0.00439
                  19,            0.029008,            0.041566,           0.0024729,             0.87747,             0.77916,             0.86335,             0.63334,            0.022456,            0.024518,           0.0018795,             0.00406,             0.00406,             0.00406
                  20,            0.028935,            0.041564,           0.0024809,             0.88373,             0.77917,             0.86741,             0.63631,            0.022239,            0.024442,           0.0018703,             0.00373,             0.00373,             0.00373
                  21,            0.028724,            0.041302,           0.0024377,             0.88144,               0.776,             0.86741,             0.63939,            0.022294,            0.024451,           0.0018497,              0.0034,              0.0034,              0.0034
                  22,            0.028358,            0.040943,           0.0023486,              0.8922,             0.78534,             0.87601,             0.64507,            0.022053,            0.023761,            0.001708,             0.00307,             0.00307,             0.00307
                  23,            0.028185,            0.040596,           0.0023661,             0.89208,             0.77665,             0.86867,             0.64258,            0.022041,            0.023843,           0.0017979,             0.00274,             0.00274,             0.00274
                  24,            0.027923,            0.040009,            0.002311,             0.87739,             0.78002,             0.86689,             0.64301,            0.021942,            0.023995,           0.0017257,             0.00241,             0.00241,             0.00241
                  25,            0.027788,            0.040033,           0.0022576,             0.89061,             0.78435,             0.87402,             0.64931,            0.021793,            0.023739,           0.0017345,             0.00208,             0.00208,             0.00208
                  26,            0.027611,            0.039495,             0.00227,             0.89198,             0.78436,             0.87318,             0.64755,            0.021769,            0.023642,           0.0017143,             0.00175,             0.00175,             0.00175
                  27,            0.027448,            0.039717,           0.0021969,             0.88964,             0.78375,             0.87194,             0.64915,            0.021821,            0.023674,           0.0018647,             0.00142,             0.00142,             0.00142
                  28,            0.027342,            0.039278,           0.0022108,             0.88901,             0.78877,             0.87607,             0.65243,            0.021678,            0.023581,           0.0017781,             0.00109,             0.00109,             0.00109
                  29,            0.027079,            0.038877,           0.0021328,             0.88324,             0.78915,             0.87409,             0.65163,            0.021615,            0.023574,           0.0018066,             0.00076,             0.00076,             0.00076
