               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.066583,            0.024743,            0.014404,              0.9524,             0.27232,             0.49343,             0.25975,              0.0434,            0.012104,            0.012011,            0.070034,           0.0033296,           0.0033296
                   1,            0.043318,            0.015344,           0.0044199,              0.7416,             0.72929,             0.77095,             0.41995,            0.035644,           0.0075722,           0.0025809,            0.039814,            0.006443,            0.006443
                   2,            0.037773,            0.012567,           0.0023814,             0.80409,             0.81084,             0.83588,             0.47785,            0.031892,           0.0071738,           0.0021739,           0.0093741,           0.0093365,           0.0093365
                   3,            0.033368,            0.011895,           0.0017055,             0.82492,             0.85393,             0.87724,             0.54672,            0.028505,           0.0066358,           0.0013497,             0.00901,             0.00901,             0.00901
                   4,            0.029902,             0.01113,           0.0013273,             0.85472,             0.86207,             0.88626,             0.57934,            0.025859,           0.0060659,           0.0013193,             0.00901,             0.00901,             0.00901
                   5,            0.027813,            0.010606,           0.0012163,             0.85474,              0.8906,             0.90712,             0.59927,            0.024612,           0.0058059,            0.001505,             0.00868,             0.00868,             0.00868
                   6,            0.026592,            0.010267,           0.0010363,             0.87816,             0.89784,             0.92364,             0.62042,            0.023837,           0.0054983,           0.0011013,             0.00835,             0.00835,             0.00835
                   7,            0.025412,           0.0098761,          0.00095158,             0.89039,             0.88208,             0.92161,             0.63763,            0.022688,           0.0053368,           0.0010713,             0.00802,             0.00802,             0.00802
                   8,            0.024747,           0.0098055,          0.00091453,             0.87369,             0.90757,             0.92714,             0.65042,            0.022157,           0.0051161,           0.0011613,             0.00769,             0.00769,             0.00769
                   9,            0.023934,           0.0094989,          0.00088413,             0.88944,             0.89255,             0.92727,             0.64205,            0.021917,           0.0051039,          0.00098203,             0.00736,             0.00736,             0.00736
                  10,            0.023543,           0.0093578,          0.00092531,             0.89075,             0.91699,             0.93894,             0.66181,            0.020895,           0.0049493,          0.00097858,             0.00703,             0.00703,             0.00703
                  11,            0.022777,           0.0092461,          0.00082817,             0.89304,             0.91355,             0.94247,             0.67913,            0.020317,           0.0048199,          0.00098133,              0.0067,              0.0067,              0.0067
                  12,            0.022386,           0.0090624,          0.00073155,             0.89011,             0.92772,             0.94433,             0.68712,            0.020148,           0.0047715,          0.00090521,             0.00637,             0.00637,             0.00637
                  13,             0.02183,           0.0089624,          0.00082781,             0.90378,             0.91279,             0.94417,             0.69029,            0.019842,           0.0046291,          0.00088978,             0.00604,             0.00604,             0.00604
                  14,            0.021526,           0.0086666,          0.00065646,             0.89035,             0.92355,             0.94575,             0.69578,            0.019284,            0.004713,          0.00086393,             0.00571,             0.00571,             0.00571
                  15,            0.021203,           0.0087793,           0.0007289,             0.90195,             0.91319,             0.94369,              0.7045,            0.018815,           0.0045752,          0.00091514,             0.00538,             0.00538,             0.00538
                  16,            0.020929,           0.0085528,          0.00079539,             0.90198,             0.92214,             0.94853,              0.7071,            0.018697,            0.004558,          0.00088331,             0.00505,             0.00505,             0.00505
                  17,              0.0205,           0.0085322,          0.00069546,             0.90087,             0.92922,             0.94974,             0.71213,            0.018215,           0.0044882,          0.00087516,             0.00472,             0.00472,             0.00472
                  18,            0.019948,           0.0084029,          0.00066753,             0.90973,             0.91451,             0.95149,             0.71996,            0.018101,           0.0044985,          0.00094579,             0.00439,             0.00439,             0.00439
                  19,            0.019683,           0.0082731,          0.00053821,             0.89449,             0.93999,             0.95459,              0.7215,            0.017539,           0.0043935,          0.00081545,             0.00406,             0.00406,             0.00406
                  20,            0.019519,           0.0082214,          0.00061267,             0.90112,             0.93793,              0.9551,             0.72858,             0.01746,           0.0043821,          0.00089299,             0.00373,             0.00373,             0.00373
                  21,            0.019001,           0.0080668,          0.00056647,             0.90188,             0.93633,             0.95566,             0.72869,            0.017414,           0.0042792,          0.00081103,              0.0034,              0.0034,              0.0034
                  22,            0.018864,           0.0080242,          0.00057867,             0.90127,             0.92516,             0.95044,              0.7292,              0.0172,           0.0042389,          0.00080832,             0.00307,             0.00307,             0.00307
                  23,            0.018551,           0.0078991,          0.00048709,             0.91176,             0.93251,             0.95947,             0.74214,            0.016756,           0.0041999,          0.00080834,             0.00274,             0.00274,             0.00274
                  24,            0.018259,           0.0077605,          0.00053522,             0.91538,             0.92536,             0.95511,             0.74018,            0.016789,           0.0042514,          0.00081399,             0.00241,             0.00241,             0.00241
                  25,            0.017956,           0.0076833,          0.00054876,              0.9114,             0.92742,             0.95755,             0.74019,            0.016548,           0.0042043,          0.00078943,             0.00208,             0.00208,             0.00208
                  26,            0.017699,           0.0075685,          0.00046915,             0.91651,             0.92523,             0.95734,             0.74362,            0.016488,            0.004173,          0.00081163,             0.00175,             0.00175,             0.00175
                  27,            0.017384,            0.007471,           0.0004819,             0.90955,             0.93051,             0.95764,             0.74606,            0.016357,           0.0041341,          0.00077562,             0.00142,             0.00142,             0.00142
                  28,            0.017155,           0.0074534,          0.00048748,             0.91713,             0.92214,             0.95739,             0.74609,            0.016247,           0.0041229,          0.00076549,             0.00109,             0.00109,             0.00109
                  29,            0.016814,           0.0073073,          0.00040272,             0.91971,             0.92571,             0.95818,             0.74844,            0.016163,           0.0040821,          0.00075746,             0.00076,             0.00076,             0.00076
