               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.030924,            0.032052,            0.002909,             0.90268,             0.77206,             0.87849,             0.64023,            0.023279,            0.024315,           0.0016466,            0.070069,           0.0033257,           0.0033257
                   1,            0.032817,             0.03208,             0.00281,             0.88726,             0.76115,             0.86219,             0.60757,            0.024998,            0.025754,           0.0019947,            0.039849,           0.0064393,           0.0064393
                   2,            0.034435,             0.03256,           0.0028714,             0.87282,              0.7224,             0.83152,             0.55302,            0.028044,            0.029345,           0.0022503,           0.0094095,           0.0093328,           0.0093328
                   3,            0.033994,             0.03295,           0.0029805,             0.84116,             0.70989,             0.81163,             0.54457,            0.028694,            0.031878,           0.0023872,             0.00901,             0.00901,             0.00901
                   4,            0.033272,            0.032406,           0.0029272,             0.86961,             0.71299,             0.82217,             0.55969,            0.028379,            0.030944,           0.0023885,             0.00901,             0.00901,             0.00901
                   5,             0.03217,            0.031986,           0.0026972,             0.86062,             0.70308,             0.81317,             0.55753,            0.028111,            0.030775,           0.0024589,             0.00868,             0.00868,             0.00868
                   6,            0.031757,            0.031711,             0.00277,             0.86091,             0.69792,             0.80821,             0.55658,            0.027713,             0.03113,           0.0026756,             0.00835,             0.00835,             0.00835
                   7,            0.031011,            0.030892,           0.0025799,             0.85112,             0.68116,             0.79595,             0.53543,            0.029262,            0.034174,           0.0026016,             0.00802,             0.00802,             0.00802
                   8,            0.030499,            0.030807,           0.0025519,             0.86047,             0.72168,             0.82812,             0.57132,            0.026831,            0.030889,           0.0023431,             0.00769,             0.00769,             0.00769
                   9,            0.030072,            0.030092,            0.002473,             0.86249,             0.68965,             0.80401,             0.55437,            0.027044,            0.033493,           0.0026911,             0.00736,             0.00736,             0.00736
                  10,            0.029695,            0.029943,           0.0024359,             0.85061,             0.65592,             0.76935,             0.53141,             0.02892,            0.036789,           0.0029528,             0.00703,             0.00703,             0.00703
                  11,            0.029248,            0.029775,           0.0024013,             0.85076,             0.68972,             0.79943,             0.55357,            0.027739,            0.036033,           0.0025221,              0.0067,              0.0067,              0.0067
                  12,            0.028908,            0.029414,           0.0022907,             0.85715,             0.67076,             0.78866,             0.55118,            0.028066,            0.036738,           0.0029434,             0.00637,             0.00637,             0.00637
                  13,            0.028714,            0.029006,           0.0023573,             0.86368,             0.66773,             0.79231,             0.55165,            0.027263,            0.037004,           0.0027291,             0.00604,             0.00604,             0.00604
                  14,            0.028478,            0.029162,           0.0022408,             0.87023,             0.70234,             0.81848,              0.5727,            0.026406,             0.03271,           0.0025336,             0.00571,             0.00571,             0.00571
                  15,            0.028086,            0.028678,           0.0022054,             0.87116,             0.70561,             0.81965,             0.57393,            0.026651,            0.031654,           0.0024685,             0.00538,             0.00538,             0.00538
                  16,             0.02775,            0.028458,           0.0021401,               0.875,             0.70286,             0.81687,             0.57486,            0.027164,            0.033085,           0.0024763,             0.00505,             0.00505,             0.00505
                  17,            0.027652,            0.028079,           0.0021715,             0.87072,             0.68402,             0.80161,             0.56436,            0.026924,            0.035156,            0.002469,             0.00472,             0.00472,             0.00472
                  18,            0.027359,            0.028294,           0.0020791,              0.8832,             0.70506,             0.82533,             0.58155,            0.026281,            0.031677,           0.0023142,             0.00439,             0.00439,             0.00439
                  19,            0.026968,            0.027635,           0.0020447,             0.85539,             0.70329,             0.81379,              0.5694,            0.026691,            0.033478,           0.0023932,             0.00406,             0.00406,             0.00406
                  20,            0.026938,            0.027663,           0.0020298,             0.86331,              0.7131,             0.82811,             0.58737,            0.026137,            0.031914,             0.00247,             0.00373,             0.00373,             0.00373
                  21,            0.026554,            0.027215,           0.0019488,             0.87331,             0.69278,             0.81281,             0.57625,            0.026536,            0.034962,           0.0023248,              0.0034,              0.0034,              0.0034
                  22,            0.026244,            0.027022,           0.0019275,             0.88065,             0.69552,             0.82005,             0.58426,            0.026586,            0.033963,           0.0022757,             0.00307,             0.00307,             0.00307
                  23,             0.02616,            0.026902,           0.0018879,             0.87153,             0.68284,             0.80806,             0.57561,            0.026663,            0.036351,           0.0027184,             0.00274,             0.00274,             0.00274
                  24,            0.026108,             0.02695,           0.0018888,             0.87422,             0.68007,             0.80365,             0.57331,            0.026896,            0.036477,           0.0026779,             0.00241,             0.00241,             0.00241
                  25,            0.025728,            0.026569,           0.0018069,             0.88001,             0.70809,             0.82593,             0.59178,            0.025613,             0.03246,           0.0024661,             0.00208,             0.00208,             0.00208
                  26,            0.025413,            0.026118,           0.0017803,             0.85892,             0.70026,             0.81717,             0.58109,            0.026084,            0.034322,            0.002523,             0.00175,             0.00175,             0.00175
                  27,            0.025585,            0.026332,           0.0018143,             0.87118,             0.68349,             0.81008,             0.58136,             0.02635,            0.036336,           0.0025752,             0.00142,             0.00142,             0.00142
                  28,            0.025273,            0.025866,           0.0017252,             0.87268,             0.70218,             0.82352,              0.5911,            0.025485,            0.033174,           0.0023439,             0.00109,             0.00109,             0.00109
                  29,             0.02503,            0.025428,           0.0017227,             0.87187,             0.69995,             0.82332,              0.5913,            0.025625,            0.034482,           0.0024063,             0.00076,             0.00076,             0.00076
